hash,nonce,block_hash,block_number,transaction_index,from_address,to_address,value,gas,gas_price,block_timestamp,max_fee_per_gas,max_priority_fee_per_gas,transaction_type,receipts_cumulative_gas_used,receipts_gas_used,receipts_contract_address,receipts_root,receipts_status,receipts_effective_gas_price
0x38a759cc13274e495072ce7968cc9925d4609105388728dedc4f1ab316fe752b,15323,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,43,0x9ad4efaf9e326c17c3a7be6f5d167843af0eb30a,0x3310846ee4250603e6ac6e4904e7e1667a1b248a,0,1000000,19929273807,2023-08-01 07:04:47.000000 UTC,46961851932,1000000000,2,4812312,371270,,,1,19929273807
0x757f1c6db3c804eedcbe7b55d88501deaafcbc462d24ae228091c59e1efe2424,9,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,44,0x0fb258d87554907739cfab000d295576a04f2d2e,0x111111111117dc0aa78b770fa6a738034120c302,0,77427,19929273807,2023-08-01 07:04:47.000000 UTC,23545399930,1000000000,2,4863930,51618,,,1,19929273807
0xcfd6c276962b4fb928f9a191bbf1c0f515f7a18caca3ee682b7766ce654c41d1,0,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,45,0xc2ac9885c1420af3849802c08d3ee9e5886139da,0xbc761ee2bb6ea585d2c400751b1670d46b4a3417,6021644692935218000,21000,19929273807,2023-08-01 07:04:47.000000 UTC,23934145942,1000000000,2,4884930,21000,,,1,19929273807
0x6e1bf9d6fd5fa9d39901080baf424386dd76e7e42aedf35b20edf65aab058c6c,15324,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,46,0x9ad4efaf9e326c17c3a7be6f5d167843af0eb30a,0xf7134ce138832c1456f2a91d64621ee90c2bddea,0,2000000,19929273807,2023-08-01 07:04:47.000000 UTC,46961851932,1000000000,2,5372844,487914,,,1,19929273807
0xf52868da593a8d5b4084c35a98570c4384dc92416f705f25b4ddae7f0cabd4c2,363196,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,47,0x8e8f818d3371f797a2db7edb32803607c8b3c6a9,0x98c3d3183c4b8a650614ad179a1a98be0a8d6b8e,0,300014,19929273807,2023-08-01 07:04:47.000000 UTC,25040177734,1000000000,2,5469496,96652,,,1,19929273807
0x52bfd78801614edfe882d8417d8a581be4cacad907a973bb755ba10fb1a33d42,867,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,48,0x7d176a8ff5b038a85923ae80b420534b9cb3b40f,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,323817,19900093359,2023-08-01 07:04:47.000000 UTC,,,0,5686324,216828,,,1,19900093359
0x302ea62e92d78da7bed63563e1c51f53ef62a58ab501a44953bf230d3335773c,114,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,49,0xd05074a226e9da44dcc5e45ca77e3f6b4a7ce10b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,39629,19890093359,2023-08-01 07:04:47.000000 UTC,,,0,5716740,30416,,,1,19890093359
0x701a01291633d16f1526297762b1c14af5a296a1155bc28fc659c983ea7daccd,89107,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,50,0x66930afa1640368ef7de973fa75f446f46901cee,0xdac17f958d2ee523a2206206994597c13d831ec7,0,64000,19617810829,2023-08-01 07:04:47.000000 UTC,,,0,5779949,63209,,,1,19617810829
0x27b45289394dec0d830276724bdaa9ac482460601d8ff98d5b5f9fecd5fbb877,5,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,51,0x8cf397a875ed18f3d8684f012a0856a41bef7d96,0x8cf397a875ed18f3d8684f012a0856a41bef7d96,0,22344,19138273807,2023-08-01 07:04:47.000000 UTC,25340000000,209000000,2,5802293,22344,,,1,19138273807
0xfed81edb9e8f6335c19a206763f1a35559e841e4f167ef2782cb0064df84db22,75,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,52,0x8d00704a429dd4facc0d43ee1927b94e979994a5,0x92f63b711a62c591eb69f05eb3556a3ae2cfd76c,4830272237667750,21000,19079273807,2023-08-01 07:04:47.000000 UTC,25650000000,150000000,2,5823293,21000,,,1,19079273807
0xaeb1b0d4f7e8e15238eefdee9a21ae95f2619fc71977a8802ce313f27afed8d5,12,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,53,0xa1ea34d831e6b725119f1fff5e77f3df2707f0f7,0xdac17f958d2ee523a2206206994597c13d831ec7,0,50719,19039273807,2023-08-01 07:04:47.000000 UTC,21036739361,110000000,2,5869402,46109,,,1,19039273807
0x6f9c29e9469f0fadf58b651b8101d1612efacb18bc58142279b3d1f705d36d23,9615,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,54,0x4df00689952974edbe1cc05d2710ea1b2b6e185f,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,50000000000000000,258471,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,6053655,184253,,,1,19029273807
0x08547f81be44173588d4bef4671ecde14a2d4c7e14f68d08c3cd0097f7e8dc79,169,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,55,0xca66ff82793068ae1120bee7c80d53cea0f77ad5,0xca66ff82793068ae1120bee7c80d53cea0f77ad5,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,6075999,22344,,,1,19029273807
0xc47e476cf4d1c7f8c34403276c3f92c08a03f4029a17f2c979b30da52f3c8d53,6,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,56,0x0e7413349655e62631de1a73be6aad0ff03db1d8,0x1a0ad011913a150f69f6a19df447a0cfd9551054,30000000000000000,85555,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,6131150,55151,,,1,19029273807
0xb0869d9bf87004481d3e717a9bdeef27af2a5f7e8eb6f1714f48fbe05a42e00e,20,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,57,0xf49f39935380a04aae94fdc802ed42847b1f6b9c,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,100000000000000000,163998,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,6243744,112594,,,1,19029273807
0xce0080a7a729f6c7cb3d88eeb6ba67b06cee73d66162c6aadb96ada70a5facdb,116,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,58,0xf6f68410b4bfe1ad00925a50159ec7b612161fb2,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,196734,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,6382791,139047,,,1,19029273807
0x137518eea3bfbf33faa941b9bc204a4e336144dddd9d396782c5510585da357e,3,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,59,0xec240cd9dc134c2fcb6f50b4a467ef935884d1c2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,73188,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,6431316,48525,,,1,19029273807
0xd9463e8ef65f728acbae38eca95a762ebb93ced18a2789e684f7eb48422ee27e,11,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,60,0xdadf586d0006e4d9907e431c6404d1168a2c1284,0xdadf586d0006e4d9907e431c6404d1168a2c1284,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,6453660,22344,,,1,19029273807
0xbb2f67e83a4672dd5fe024e2264a429d3c8e4eeefe94f396a2131e81795f36e7,19,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,61,0xf803de7cf54f68fd7daf415fc10f8ec016b70260,0x00763b0ea06ff79c43cb3846b89302a633c346f3,0,46419,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,6500079,46419,,,1,19029273807
0x3e96b023085242b32978008c1cfed0ee4712cb64e37b3ee7ef5208c5cc46ab8a,197,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,62,0x0e99f243fe21fade84cefe37535d57839c459508,0xb517850510997a34b4ddc8c3797b4f83fad510c4,24202611248263463,223788,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,6688539,188460,,,1,19029273807
0x3765cdfde0d4e2bf947ffcb271b50529fbf44813a668a18a635ce25aae38043d,110,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,63,0xf435f8278c740b9d866d87e6b1903d33329398cf,0xf435f8278c740b9d866d87e6b1903d33329398cf,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,6710883,22344,,,1,19029273807
0xfab88196affa320250164c1213b7d49fb7e42d11d97c51a288a171d9526d5739,3,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,64,0xf06073f9da36b7400730b19aa40d4aa31a6a2eea,0x4768b5168a8f2bfdd76de03faa834839ccf75d9f,0,21000,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,6731883,21000,,,1,19029273807
0xbc20e1cf693c9cafdfee6a4021ccc6e2a03ea4a4f47733cba8feb096f9237f05,23,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,65,0x2ae541093fc3d87186e02a9839d79abb7bd7e11a,0xdac17f958d2ee523a2206206994597c13d831ec7,0,31160,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,6758334,26451,,,0,19029273807
0x43beea1657d4892dcaefb41187e8bfdc055581a811ae1aefd21c6ac4b05a12bf,3161,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,66,0xec8aa3246777f1a707942f1da9156cb0b75ffb5e,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,325591,19029273807,2023-08-01 07:04:47.000000 UTC,24868877618,100000000,2,6980068,221734,,,1,19029273807
0x79591c6422a9027c4288a52b0f434280256eefc6e881faae931ee668a54f8462,121,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,67,0x903bc8891583cf162ab51fea4a09563e33675123,0x046d02794dd42da67ac95010404c61df3efc7bd9,280000000000000000,21000,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,7001068,21000,,,1,19029273807
0xbc6dc6dfb05f5ba375cfb269357a6d2a8ecdb84d6f0a6ee2c4bea324ec8ad85e,1,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,68,0xaa4e9c442bd8c26bee8bfa1f0f7d16e78f089ea7,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,6572637175000000,191689,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,7133111,132043,,,1,19029273807
0x41c18668656e35e974b077929348ff71e8d37749dcef8d4e6fed29a99d83d5f6,358,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,69,0x7997e9c56876438fb52eccd5a0b80538ed2541ba,0xfeea44bc2161f2fe11d55e557ae4ec855e2d1168,0,214570,19029273807,2023-08-01 07:04:47.000000 UTC,25212087234,100000000,2,7266558,133447,,,1,19029273807
0xe942c7986f0c51c51727b7c92adb251ec18148365c4ed94091a6620b5719b8a2,778,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,70,0xa412487d67b80dd2bdc266efbac77b9c42449728,0x1cb1a5e65610aeff2551a50f76a87a7d3fb649c6,0,28999,19029273807,2023-08-01 07:04:47.000000 UTC,24868877618,100000000,2,7290757,24199,,,1,19029273807
0xc0e63428e859bcfdab451f2bae4e8b551ffc914dd38012aa43471ecff93b6ff3,2,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,71,0x00ae38e200894898ceffbc35b98b79e85ca24add,0xdac17f958d2ee523a2206206994597c13d831ec7,0,94813,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,7353966,63209,,,1,19029273807
0xf65bc0befe8582b31554932ab512dfdee87a511813a3d253e371ac06e038b15d,1,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,72,0x9c69f927bd23d7b7aa28b1f1fb9ede0d1b6ba186,0x9c69f927bd23d7b7aa28b1f1fb9ede0d1b6ba186,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,7376310,22344,,,1,19029273807
0x9f979a9d9975696a6c4dc7406a22d95c553dc57bc8982f1d61fb331eff0bd4c4,1868,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,73,0xcd35307501ffa76afd70c839227295b35bf14fd3,0xc00e94cb662c3520282e6f5717214004a7f26888,0,60501,19029273807,2023-08-01 07:04:47.000000 UTC,24868877618,100000000,2,7411844,35534,,,1,19029273807
0x66ba00abe0af601af4fcc582b5e5b2e77552ad81c92bbd0e9d28e70b92e3121a,1,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,74,0x03bac425d58da1c1e6056fa0fa1b3f67ee7d71ee,0xe4edb277e41dc89ab076a1f049f4a3efa700bce8,6200000000009002,21000,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,7432844,21000,,,1,19029273807
0xdca4b8a36f139c46f568ed905d415944b86abd3c5ff444b780a83f5d486a7fa2,13,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,75,0x4b1a94b9a36b9a16d19f811cb8e71be2bdf553d0,0x4b1a94b9a36b9a16d19f811cb8e71be2bdf553d0,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,7455188,22344,,,1,19029273807
0xd9e1eafdb5f9d6f8e614ee9f52cf6b759f8894295e0058524a1522489d374ccb,3,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,76,0x89f215da36ee0bbf2e817ecfc488887cbdcb9d8a,0x2a4a91b7791f4c6694d846703d26470401d17c98,10000000000000000,21000,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,7476188,21000,,,1,19029273807
0x372f3a2ed6e6f5c47986814cc7dae0d8a86f581c0422048e18c76ebfc01c01ac,12,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,77,0x6632765bec7dff25dce3f5528df953e75e0f8555,0x6632765bec7dff25dce3f5528df953e75e0f8555,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,46296575135,100000000,2,7498532,22344,,,1,19029273807
0x7ed66c805295ca5708a7ad4395b1534f949969b7ae40430beecae4d7d3485ad6,610,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,78,0x422df9d812db937c3da089fbdaf9ae2f0ec73063,0xb5f492da6b3b4a362148dd6ddf9ab0e3e244e98d,0,289496,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,7783049,284517,,,1,19029273807
0x2a8dcbc282965cae674d827deb98426beca330673bbabf69d5c4890090d564ec,219,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,79,0xaab8b72aff49e680e6458d4b9806ab9d1730123a,0xa62894d5196bc44e4c3978400ad07e7b30352372,0,46221,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,7829270,46221,,,1,19029273807
0x5591749ab06c25f619badfbeb0c40a6a0eb44c2a2bcbdb993de947286c853889,506,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,80,0x3d78736989b67d97413718346402e05409f03cb7,0xdac17f958d2ee523a2206206994597c13d831ec7,0,31160,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,7855630,26360,,,1,19029273807
0xed792116b32528944b4e5b2d5df7fff15e2ce06d08e74209d2ae81f39c1759cb,9,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,81,0x68ec25307dc97e27e8bdfa6a84013e97079ab0ed,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,274381,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8046983,191353,,,1,19029273807
0xa56680bf6e56ade525f57b0b799a5d62594542d35b4c103652e6af2570f42be1,5,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,82,0x1ed1af2009e553272caa82bf47aa35b7bc762a26,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,242804,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8232038,185055,,,1,19029273807
0x06b774430768f5c1e500a2002f2e704557692e1ba689996fe0da074d536409b2,3,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,83,0xd2fc6710773eeb0e69630b2fd39dd9fe9bbe1559,0xd2fc6710773eeb0e69630b2fd39dd9fe9bbe1559,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8254382,22344,,,1,19029273807
0x5eb0f7bd2de5459d1619b253e96e76766f10b6a60ff9da0eb1d30cafb9d92607,6,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,84,0xd503faa9f3f965afe9d47fcd9197acab758a2c55,0xaf4c09ca02a4fd1b901c7414c6a0dda5d177d55c,280000000000000000,21000,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8275382,21000,,,1,19029273807
0x1fc366d636095c9a9da35ab35d61670108745cd200da59bebcae1c47fcc7afc1,210,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,85,0xf856cc5ae995e8895375ffcb3e3e6a5bfc656368,0xf856cc5ae995e8895375ffcb3e3e6a5bfc656368,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8297726,22344,,,1,19029273807
0xde7fbc6e1d0d20cbd82ed8c5f09b06d637777c00b71ef2e7071a506903cbc4ef,301,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,86,0x61de9110ac0ae5a6259ce3316edab81d37d030f0,0xf603c09b8a0339d0803f678b0fc8f06d686f6a5e,0,46544,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8344006,46280,,,1,19029273807
0x896a1fdadbda259240013094f908800e8a806eaa57a904ebfc605a7343d312e1,75,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,87,0x78a2b720a8f89cfa604d14ab9b975489d92f3bb6,0x78a2b720a8f89cfa604d14ab9b975489d92f3bb6,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8366350,22344,,,1,19029273807
0x7eaa261e7ee0af950366a5740a3bad9d805bfde52ebb71540291459944feda24,3,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,88,0xf7837c0e1d6ed0b0d975692ff32f99e8deaf9e35,0x1a0ad011913a150f69f6a19df447a0cfd9551054,1500000000000000,85573,19029273807,2023-08-01 07:04:47.000000 UTC,26552104986,100000000,2,8416952,50602,,,1,19029273807
0xe376a8c6131a281d92a47a7ef62332a2678f91a5488135fb9fc1ce99d5e69e93,179,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,89,0xf939c8a05bfbdeea7fda355a9cd711b90d52c9d4,0x0000000000664ceffed39244a8312bd895470803,0,122739,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8498778,81826,,,1,19029273807
0x7866819eac6fda426964485a8c9e0df269dc019711661c1b9a236884518048bb,9,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,90,0xd0848c6bc1a1c948f2d362865d83e62e24709fbd,0xd0848c6bc1a1c948f2d362865d83e62e24709fbd,0,22344,19029273807,2023-08-01 07:04:47.000000 UTC,26552104986,100000000,2,8521122,22344,,,1,19029273807
0x541f5d4ec7fde68795e094c8cbc222935f0a03b0c834b631d74a4682a38a4f97,29,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,91,0xc5bf0444460b7f585f54e31f408d3237442bc881,0x6b175474e89094c44da98b954eedeac495271d0f,0,52077,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,8551040,29918,,,1,19029273807
0xbcfd48ef8e8c8e6a72c2d2ee13f1cc5cb82e788a3d8d0b5a00b0da54b5d94df0,158,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,92,0x4bd0098db21fd101c65fd73200f7314cea68e552,0x6fc13eace26590b80cccab1ba5d51890577d83b2,0,29119,19029273807,2023-08-01 07:04:47.000000 UTC,25600640669,100000000,2,8575359,24319,,,1,19029273807
0xb1b5061b9ed982f2bb4c05076ebecc88f504fd398f40c33f9e8f8ff7552bf720,24,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,93,0x96361e8f41e57834f098f247414d1a1850164213,0x5b74c99aa2356b4eaa7b85dc486843edff8dfdbe,0,28704,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8597439,22080,,,1,19029273807
0xf7aa345add1186558f1bcd7067a59ea69d067e2c7a68165aa601eca4b4155cc6,3,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,94,0x5e8826d5b595a9eee2781a9c6be91385fcff3a7c,0xb612e555e15be235776e73b807846cc00e0a90f9,0,47239,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8644678,47239,,,1,19029273807
0xe57f391a161c231846a1ef02a50d8ff6d8db29a121d48ca54096e1069a95a53b,230,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,95,0x275062383f03d7274fccb53b97976590ae036d74,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,269954,19029273807,2023-08-01 07:04:47.000000 UTC,26552104986,100000000,2,8831526,186848,,,1,19029273807
0xe3e112222c335e2edf83a2867bff51e641759a5fee45ea34a5396bf18d085e5e,1668,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,96,0xadaf51f1e434c446abc90ffdaf1c3a967e6f2ea1,0x73bce791c239c8010cd3c857d96580037ccdd0ee,50000000000000000,31500,19029273807,2023-08-01 07:04:47.000000 UTC,25463574922,100000000,2,8852526,21000,,,1,19029273807
0x073e9cdb161a5dc48bc43761dc127debea5039cc8db1bcce7657422a7bc4a360,22,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,97,0x00bb1d038084066ffeb221f6cbdfbb424c1d0991,0x2a69219523a3c3372b26de059352302a30efe982,0,64996,19013273807,2023-08-01 07:04:47.000000 UTC,23420000000,84000000,2,8917522,64996,,,1,19013273807
0x082fcf5b936ac348a732d3845e5bc0a90cc6d832dde20590fab8c6db40799917,82,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,98,0xf92f9dc7cb5db099a8be374b3b4f696d5dd15e29,0x0c5f0c381018619eb07b65529934cf1460335ee2,0,46787,19004456022,2023-08-01 07:04:47.000000 UTC,19004456022,118294940,2,8964309,46787,,,1,19004456022
0xa59ee328400a3cffbc8945583334d7d07f0be00d35876302f326d8881d7261ae,2227,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,99,0x2320fc7e1e5b5b6ba1619022c07365a473ff16a3,0x992db91abe1cfce464a711f1e9cb6cd269e97ae6,0,55892,19000000000,2023-08-01 07:04:47.000000 UTC,,,0,9010886,46577,,,1,19000000000
0x40e09a725ffa74f084cdbf782c4dba64b980aa6417b8720de7fa101ddcae6682,25,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,100,0x09d70f5685cdd09b8531d7aeab88f488ff2490f4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,120824,19000000000,2023-08-01 07:04:47.000000 UTC,19000000000,1900000000,2,9070849,59963,,,1,19000000000
0xa163f2f0555a808dbb601260968620db5275e8b3a8f256dc833255c14e3b496a,37,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,101,0x756f2eb414c519a032a37bff8e1b8011fca72a1f,0x099fe6de24e81a507f25f8aacbe9e86286f5f58d,30031656742669814,21000,19000000000,2023-08-01 07:04:47.000000 UTC,19000000000,110636542,2,9091849,21000,,,1,19000000000
0x9801d44123ea2bf87e97ffcf9bfe3824b46509b10afa8969971e2e995259b6f1,28351,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,102,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,5000000,18989007076,2023-08-01 07:04:47.000000 UTC,25000000000,59733269,2,10058090,966241,,,1,18989007076
0x34fef5ab1647d9078b1baf8476c49e5064152be0f20ab4ceaf957fba48907418,28352,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,103,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,5000000,18989007076,2023-08-01 07:04:47.000000 UTC,25000000000,59733269,2,10886504,828414,,,1,18989007076
0x6427c234bf6b96c3fe499f5e688c2fc569302fcca00251619542e8198d6428f5,28353,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,104,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,5000000,18989007076,2023-08-01 07:04:47.000000 UTC,25000000000,59733269,2,11726778,840274,,,1,18989007076
0xe59489ac54aceaa222d6ab65cb4a39f9b5bc391cc6ff188ee204a23c8d68f5a3,28354,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,105,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,5000000,18989007076,2023-08-01 07:04:47.000000 UTC,25000000000,59733269,2,12512184,785406,,,1,18989007076
0xe34cf618c4eebbf7070e1b3dafc02be01b195440798b9b636fde6821f5d3968f,28355,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,106,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,5000000,18989007076,2023-08-01 07:04:47.000000 UTC,25000000000,59733269,2,13318784,806600,,,1,18989007076
0xbf36e78271c4ea1b218c65bc81604db31704eb95ecb5a18ca9e341dce40ea485,28356,0xba22c9ed5dec218134546375227a177bc3e2213bd09caf27a4e403e9874ded96,17818541,107,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,5000000,18989007076,2023-08-01 07:04:47.000000 UTC,25000000000,59733269,2,14228752,909968,,,1,18989007076
